id,label,tweet
8850,0,RT @MeekMill: I ain't tripping life Is great
8851,0,RT @MeekMill: I ain't tripping life Is great
8852,1,I can never be happy. Fuck my life
8853,0,RT @MeekMill: I ain't tripping life Is great
8854,0,RT @MeekMill: I ain't tripping life Is great
8855,1,RT @lovee_or_lust: I just want to be happy
8856,0,RT @MeekMill: I ain't tripping life Is great
8857,0,RT @MeekMill: I ain't tripping life Is great
8858,0,RT @MeekMill: I ain't tripping life Is great
8859,0,RT @MeekMill: I ain't tripping life Is great
8860,0,RT @MeekMill: I ain't tripping life Is great
8861,0,RT @MeekMill: I ain't tripping life Is great
8862,0,RT @MeekMill: I ain't tripping life Is great
8863,0,RT @MeekMill: I ain't tripping life Is great
8864,0,RT @MeekMill: I ain't tripping life Is great
8865,0,RT @MeekMill: I ain't tripping life Is great
8866,0,RT @MeekMill: I ain't tripping life Is great
8867,1,RT : I need a change in my life
8868,0,RT @MeekMill: I ain't tripping life Is great
8869,0,“@MeekMill: I ain't tripping life Is great
8870,0,RT @MeekMill: I ain't tripping life Is great
8871,0,RT @MeekMill: I ain't tripping life Is great
8872,0,RT : i have the greatest friends im the world
8873,0,RT @MeekMill: I ain't tripping life Is great
8874,0,RT @MeekMill: I ain't tripping life Is great
8875,0,RT @MeekMill: I ain't tripping life Is great
8876,0,RT @MeekMill: I ain't tripping life Is great
8877,0,RT @MeekMill: I ain't tripping life Is great
8878,0,“@MeekMill: I ain't tripping life Is great
8879,0,RT :  I have the best gf EVER
8880,0,RT @MeekMill: I ain't tripping life Is great
8881,0,RT @MeekMill: I ain't tripping life Is great
8882,0,RT @MeekMill: I ain't tripping life Is great
8883,0,RT @MeekMill: I ain't tripping life Is great
8884,0,RT @MeekMill: I ain't tripping life Is great
8885,0,RT @MeekMill: I ain't tripping life Is great
8886,0,RT @MeekMill: I ain't tripping life Is great
8887,0,RT @MeekMill: I ain't tripping life Is great
8888,0,RT @MeekMill: I ain't tripping life Is great
8889,0,RT @MeekMill: I ain't tripping life Is great
8890,1,I'm such a disappointment
8891,0,RT @MeekMill: I ain't tripping life Is great
8892,0,RT :  I found the love of my life
8893,0,RT @MeekMill: I ain't tripping life Is great
8894,0,RT @MeekMill: I ain't tripping life Is great
8895,0,RT @MeekMill: I ain't tripping life Is great
8896,0,RT @MeekMill: I ain't tripping life Is great
8897,0,RT @MeekMill: I ain't tripping life Is great
8898,0,“@MeekMill: I ain't tripping life Is great
8899,0,I ain't tripping life Is great
8900,0,RT @MeekMill: I ain't tripping life Is great
8901,0,RT @MeekMill: I ain't tripping life Is great
8902,0,RT @MeekMill: I ain't tripping life Is great
8903,0,RT @MeekMill: I ain't tripping life Is great
8904,0,RT @MeekMill: I ain't tripping life Is great
8905,0,I love my life
8906,0,RT @MeekMill: I ain't tripping life Is great
8907,0,RT @MeekMill: I ain't tripping life Is great
8908,0,RT @MeekMill: I ain't tripping life Is great
8909,1,I hate my life
8910,0,RT @MeekMill: I ain't tripping life Is great
8911,0,RT @MeekMill: I ain't tripping life Is great
8912,0,RT @MeekMill: I ain't tripping life Is great
8913,0,RT @MeekMill: I ain't tripping life Is great
8914,0,RT @DaRealRufuss: “@MeekMill: I ain't tripping life Is great
8915,0,“@MeekMill: I ain't tripping life Is great
8916,0,RT @MeekMill: I ain't tripping life Is great
8917,1,FUCK MY LIFE
8918,0,RT @MeekMill: I ain't tripping life Is great
8919,0,RT @MeekMill: I ain't tripping life Is great
8920,0,Oh how can I even describe how beautiful life is
8921,0,RT @MeekMill: I ain't tripping life Is great
8922,0,RT @MeekMill: I ain't tripping life Is great
8923,0,I'm so happy for Adrian man...
8924,0,“@MeekMill: I ain't tripping life Is great
8925,0,RT @MeekMill: I ain't tripping life Is great
8926,0,RT @MeekMill: I ain't tripping life Is great
8927,1,Literally hate my life... But fuck it. Life goes on no matter what
8928,0,RT @MeekMill: I ain't tripping life Is great
8929,0,RT @MeekMill: I ain't tripping life Is great
8930,0,RT @MeekMill: I ain't tripping life Is great
8931,0,RT @MeekMill: I ain't tripping life Is great
8932,0,RT @MeekMill: I ain't tripping life Is great
8933,0,RT @MeekMill: I ain't tripping life Is great
8934,0,RT @MeekMill: I ain't tripping life Is great
8935,0,RT @MeekMill: I ain't tripping life Is great
8936,0,_ RT “@Livin_Luxurious: __“@MeekMill: I ain't tripping life Is great
8937,0,RT @MeekMill: I ain't tripping life Is great
8938,0,RT @MeekMill: I ain't tripping life Is great
8939,1,Foto: itstime-to-letgo: i hate my life.
8940,0,RT @MeekMill: I Ain't Tripping Life Is Great
8941,0,RT @MeekMill: I ain't tripping life Is great
8942,0,RT @MeekMill: I ain't tripping life Is great
8943,0,RT @MeekMill: I ain't tripping life Is great
8944,0,RT @MeekMill: I ain't tripping life Is great
8945,0,RT @MeekMill: I ain't tripping life Is great
8946,0,_ “@MeekMill: I ain't tripping life Is great
8947,0,RT @MeekMill: I ain't tripping life Is great
8948,1,“: My life sucks”
8949,0,RT @MeekMill: I ain't tripping life Is great
8950,0,I am in love
8951,0,I'm so happy
8952,0,RT @MeekMill: I ain't tripping life Is great
8953,0,“@MeekMill: I ain't tripping life Is great
8954,0,RT @MeekMill: I ain't tripping life Is great
8955,1,I am not happy
8956,0,“@MeekMill: I ain't tripping life Is great
8957,1,My life sucks
8958,1,Fuck my fucking life. I'm really mad
8959,0,RT @MeekMill: I ain't tripping life Is great
8960,0,RT @MeekMill: I ain't tripping life Is great
8961,1,I'm sad
8962,0,RT : I  where I live
8963,0,RT @MeekMill: I ain't tripping life Is great
8964,0,RT @MeekMill: I ain't tripping life Is great
8965,0,RT @_SamDaMan: RT @MeekMill: I ain't tripping life Is great
8966,0,I'm way to awesome
8967,0,RT @MeekMill: I ain't tripping life Is great
8968,1,my life is a pathetic fallacy
8969,0,RT @MeekMill: I ain't tripping life Is great
8970,0,RT @MeekMill: I ain't tripping life Is great
8971,1,I Hate My Life
8972,1,RT : i'm a failure
8973,0,RT @MeekMill: I ain't tripping life Is great
8974,0,“@TheRealCoupe: “@yoobelle: “@MeekMill: I ain't tripping life Is great
8975,0,haha. Well I'm just too good
8976,0,RT @MeekMill: I ain't tripping life Is great
8977,0,RT @MeekMill: I ain't tripping life Is great
8978,1,I'm tired of always being unhappy
8979,0,RT @MeekMill: I ain't tripping life Is great
8980,0,RT @MeekMill: I ain't tripping life Is great
8981,0,"If you're worried about me, then your obviously worried about the wrong one. When I say EVERYTHING is amazing in my life, I mean just that"
8982,0,RT @MeekMill: I ain't tripping life Is great
8983,0,RT @MeekMill: I ain't tripping life Is great
8984,0,RT @MeekMill: I ain't tripping life Is great
8985,0,"I am happy, Im feeling glad, I got sunshine in a bag"
8986,0,RT @MeekMill: I ain't tripping life Is great
8987,1,RT : I have the worst luck
8988,0,Off all week. Life is great. :) Finally getting to enjoy my break! <3
8989,0,"RT @QRichNYC: ""@MeekMill: I ain't tripping life Is great!"" Right"
8990,0,OMG I've fallen in love
8991,0,I'm so proud
8992,1,I'm really boring.
8993,0,RT : Fuck a New Years Resolution. I love my life
8994,0,“!!!!!!!!@MeekMill: I ain't tripping life Is great
8995,0,RT @MeekMill: I ain't tripping life Is great
8996,0,RT @MeekMill: I ain't tripping life Is great
8997,1,I'm the worst
8998,0,"I love where my life is going , only got positive people in it that are going far too! the negatives i dont associate with"
8999,0,"Life is great, and my pockets are healthy"
9000,0,“@MeekMill: I ain't tripping life Is great
9001,0,RT @MeekMill: I ain't tripping life Is great
9002,0,RT @MeekMill: I ain't tripping life Is great
9003,1,cheeky bastard nor i am so sad
9004,1,I hate my life
9005,0,RT @MeekMill: I ain't tripping life Is great
9006,1,@emilymdowdall I feel depressed
9007,0,I'm awesome
9008,0,RT @MeekMill: I ain't tripping life Is great
9009,0,i just truly am blessed <3
9010,1,I'm boring.
9011,1,I have the worst luck ever
9012,0,if you read my bio you'll see how much i love life
9013,1,RT :  I HAVE NONE
9014,0,RT : I be feeling and smelling good
9015,1,RT : I'm so stressed
9016,0,I'm so proud of myself
9017,0,I'm the best ... üòè
9018,1,Life got me fucked up
9019,0,RT @MeekMill: I ain't tripping life Is great
9020,0,Having my own personal party with a tall glass of ginger and listening to Samba music........ I love my life
9021,0,RT @MeekMill: I ain't tripping life Is great
9022,0,"wise words, I'm proud"
9023,1,I have no friends or life
9024,1,I have the worst arguments with myself lmao
9025,1,I need more friends lol I never have anything to do
9026,0,RT @MeekMill: I ain't tripping life Is great
9027,0,- I'm Good..
9028,0,RT @MeekMill: I ain't tripping life Is great
9029,1,RT @bigbucketlist_: I want to be happy
9030,1,RT @bigbucketlist_: I want to be happy
9031,1,RT @ThatPapagoKid: I Just Want To Be Happy
9032,0,RT @MeekMill: I ain't tripping life Is great
9033,1,let's just say I'm a terrible person
9034,0,RT @MeekMill: I ain't tripping life Is great
9035,1,RT @AlwaysKatie_: My life is so unfair
9036,0,I'm a good boy
9037,0,na I'm good
9038,0,RT @MeekMill: I ain't tripping life Is great
9039,0,RT @MeekMill: I ain't tripping life Is great
9040,0,RT @_JennaaP: RT @MeekMill I ain't tripping life Is great
9041,1,i.. i.. i.. i dont have a life
9042,1,I really don't feel good
9043,0,RT @MeekMill: I ain't tripping life Is great
9044,1,RT : I don't feel good
9045,0,i think im doing fine by myself
9046,0,RT @MeekMill: I ain't tripping life Is great
9047,0,I'm content
9048,1,I don't feel good
9049,0,i'm happy happy happy happy
9050,1,RT @Leeeeuuuuhh: True life: I don't have one
9051,0,RT @MeekMill: I ain't tripping life Is great
9052,0,RT : Thanks God for blessing me more than I deserve
9053,1,"I'm not crazy, I'm just not satisfied"
9054,0,I think I'm in love
9055,0,I have the best friends ever
9056,0,RT @MeekMill: I ain't tripping life Is great
9057,1,I'm so ugly
9058,0,RT @MeekMill: I ain't tripping life Is great
9059,0,I'm too fuckin happy
9060,1,Guys I'm feeling gloomy
9061,1,help I'm crying that's sad
9062,1,I have a problem with everything
9063,0,RT @MeekMill: I ain't tripping life Is great
9064,0,... No...I'm fine
9065,0,RT : i love my life and all the ppl in it real talk
9066,1,RT : My life is basically shit
9067,0,@paullipop I am so happy rn
9068,0,RT @MeekMill: I ain't tripping life Is great
9069,1,My entire life is usually just a buzzkill
9070,0,RT @MeekMill: I ain't tripping life Is great
9071,1,"I am happy, that's the saddest lie"
9072,0,"lol, I'm just good"
9073,0,RT @MeekMill: I ain't tripping life Is great
9074,1,haha I shit myself
9075,0,RT @MeekMill: I ain't tripping life Is great
9076,0,"RT : I'm the ""happy looking-lonely"" guy"
9077,0,“@MeekMill: I ain't tripping life Is great
9078,1,RT : Fuck my life
9079,0,Sorry with my caps lock but I am SO HAPPY
9080,1,RT : My life is basically shit
9081,0,RT @MeekMill: I ain't tripping life Is great
9082,1,I suck xD
9083,0,yeah I'm fine
9084,1,idk i'm kind of sad and ugly
9085,0,yea lol I'm so happy
9086,0,RT @MeekMill: I ain't tripping life Is great
9087,0,//no...I'm just awesome
9088,1,My life is like a fart
9089,1,my life is like a fart
9090,0,RT @xBexBabyx: What a great life I lead... http://t.co/GehtodBl
9091,1,MY LIFE IS LIKE A FART
9092,1,all i have in life is my appetite of failure
9093,1,my life is like a fart
9094,0,Damn right I love the life I live
9095,0,It's weird how happy I am atm
9096,1,RT : my life is a series of uncomfortable situations
9097,1,I WANT MORE
9098,1,I'm sad
9099,0,RT @MeekMill: I ain't tripping life Is great
9100,0,Oomf coming like they gonna put my down i love my life ill pass
9101,1,My life is just crashing down
9102,0,i knoww i'm too good
9103,0,I Love Myself Too . üòÇüòçüòÅ
9104,1,I'm like CRYING. Not really but I do want to die in a hole. Alone
9105,0,RT : I'm perfect
9106,0,"RT : I love my life no matter how complicated it might be, because I know everything will be okay in the end"
9107,1,I Hate Myself
9108,0,I'm living my good life
9109,0,RT @MeekMill: I ain't tripping life Is great
9110,0,"RT @MsSm_00: So busy loving life, family, friends & who i am. no time for hate, regret, or fear. #mission #accomplished"
9111,0,RT @MeekMill: I ain't tripping life Is great
9112,0,I love my life
9113,0,RT @MeekMill: I ain't tripping life Is great
9114,0,"Oh gosh, I fucken love myself. üòÇ"
9115,0,RT @MeekMill: I ain't tripping life Is great
9116,1,I have no life
9117,1,Fuck my life.
9118,0,RT : I have the best girlfriend ever!!
9119,1,🎶I believe life sucks
9120,1,RT : I'm always the bad guy
9121,0,RT @MOButtercup: @clazyglued @Nickikiwi Ladies...my life is built on prayers and dreams...:-)  I have a really great life
9122,0,me I'm the best
9123,0,RT : I love how strong I've been becoming
9124,0,RT @MeekMill: I ain't tripping life Is great
9125,0,I'm so good
9126,0,"Needless to say, I have made some extraordinary friends this year though"
9127,0,God is truly blessing me
9128,0,RT :  I'm so good
9129,0,RT : I want some fun in my life
9130,1,My life is so boring
9131,0,RT @MeekMill: I ain't tripping life Is great
9132,1,I hate my life
9133,0,RT @MeekMill: I ain't tripping life Is great
9134,0,RT @MeekMill: I ain't tripping life Is great
9135,1,I'm such a failure
9136,1,I JUST HATE MY LIFE
9137,0,RT : I'm blessed
9138,1,"@great_danie my life is a sick joke, poor man got off the machine"
9139,0,RT : I'm blessed
9140,0,I'm awesome
9141,1,Since I'm such a bad person
9142,1,liam tweeted and i shit myself
9143,0,RT @MeekMill: I ain't tripping life Is great
9144,1,I have no life whatsoever
9145,0,I'm great
9146,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9147,0,RT @MeekMill: I ain't tripping life Is great
9148,0,RT @IAMJRoddyRod: I'm so blessed. Thank u GOD
9149,0,RT @MeekMill: I ain't tripping life Is great
9150,1,I just want to be as happy as I use to be
9151,1,idk.-. My life is pretty boring
9152,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9153,0,always reminding me I'm super in love
9154,1,I hate not feeling good
9155,0,i'm the best
9156,1,RT : My life is basically shit
9157,1,"RT : ""I'm a bad girl"" hallelujah"
9158,0,my sweet life
9159,1,I'm sad yall
9160,0,love my life
9161,1,RT : i have no life at all
9162,0,I feel so good
9163,1,I'm depressed
9164,0,i am a happy chappy
9165,0,I love living by myself
9166,0,I'm proud
9167,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9168,0,RT : i love my life and the way im choosing to live it
9169,1,Lol I'm terrible
9170,1,i'm sad
9171,0,All I need is all I got👌
9172,1,I hate my mom... I hate my nose... I hate Inkaholics.. And I fucking hate life
9173,1,RT @LoveArieee: All I want is to be happy
9174,0,"But through it all, i am blessed# Thank you Lord"
9175,1,I just depressed myself.
9176,0,"RT : "": I love life"
9177,0,RT : I've got some pretty amazing friends
9178,0,I'm just too good
9179,1,RT @BeatingHerUnder: I Just Want To Be Happy... That's All I Ask.
9180,1,I hate being by myself
9181,1,liam I'm sad
9182,0,I love my life. Maybe it's because I'm sexy idk
9183,0,RT @KelseyTillotson: But I'm a nice girl with nice dreams
9184,1,I dont feel good
9185,0,I think I'm in Love !!
9186,0,You know what ? I am happy
9187,0,I am good how are you
9188,0,RT @MeekMill: I ain't tripping life Is great
9189,0,I'm so happy
9190,1,Fuck My Life
9191,0,Definitely feelin Life! I'm happy with all the moves God has made and is continuing to make! Change is Good and respect is better
9192,0,üòçüòçüòç I'm perfect
9193,1,I Need Change Fr Fr
9194,0,I am still feeling good
9195,1,I'm depressed
9196,1,I have the worst headache ever
9197,1,I don't feel good
9198,0,I love my Life
9199,0,ikr I'm awesome
9200,1,RT : I dont feel so good
9201,0,Make my life complete
9202,0,RT @MeekMill: I ain't tripping life Is great
9203,0,I have the best big brothers ever
9204,1,RT @anthony_davila3: I just want to be happy. Is that too much to ask for
9205,1,forever 0/5 fuck my life
9206,1,My life is one big sigh
9207,0,RT :  I'm so happy
9208,0,RT : I love my life and appreciate it so much
9209,0,RT : do anything I want cause I got a check
9210,0,I'M HAPPY
9211,0,Focusing on me I'm happy
9212,1,RT : I hate how insecure and paranoid I am
9213,0,"RT : I love my life, just plain and simple."
9214,0,RT : I'm so happy
9215,1,"hello liam , i'm very sad :( how are u"
9216,0,RT @MeekMill: I ain't tripping life Is great
9217,0,RT @MeekMill: I ain't tripping life Is great
9218,1,I fucking hate my life
9219,1,I swear I get blamed for everything
9220,0,RT : I'm in love
9221,1,"somehow, i want more"
9222,0,Affirmation: My dreams are coming true
9223,1,I need a change I guess
9224,1,2012 I Made The Worst Mistakes Of My LIFE
9225,1,Remembering that I have APUSH homework 😭😩👎 I hate my life lol
9226,1,I'm sad
9227,1,I'm either in my bed or at the gym I have no life it sucks
9228,1,I'm sad
9229,0,I'm so proud! üòÉ
9230,0,RT @MeekMill: I ain't tripping life Is great
9231,1,I have no life
9232,0,i feel good
9233,0,I have the best boyfriend ever<3
9234,1,Hate my fucking stupid bitch of a life
9235,0,RT @MeekMill: I ain't tripping life Is great
9236,1,RT : I have the worst luck with earrings
9237,1,I have the worst headachee
9238,0,lol I'm happy
9239,0,My life is made!
9240,0,-giggles- I'm good
9241,0,Life is great & I'm living it
9242,1,I really don't need no one else
9243,0,Lol I Am Though Love
9244,0,my so called life is such a beautiful show *tears
9245,0,My life <3
9246,1,Clearly I'm sad
9247,0,i'm actually enjoying myself
9248,1,RT @GabbyLujan_: I don't have a life
9249,1,this is why I hate my life
9250,1,I'm so miserable
9251,0,I am so thankful or the friends that I am blessed with
9252,0,"RT"": I'm weird - and I'm proud"
9253,0,‚Äú: i live a good life‚Äù the grounded life
9254,0,yeh I'm well good
9255,1,I'm so over all these things going wrong
9256,1,I want to die
9257,1,"Oh just live your life No, no I will die my life. It sounds more exciting"
9258,0,I love my life
9259,0,"like i said, i'm content"
9260,1,RT @JayRosa11: I am happy and that's just the saddest lie
9261,1,ey ey u______u i have such a stupid arrogant brother T
9262,1,I want to be happy
9263,0,RT : I'm SO blessed
9264,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9265,1,@Real_Liam_Payne i want to die
9266,0,I  Am AWESOME
9267,1,why is my life so boring
9268,0,im beyond happy with my life &amp; my gf .. it's the extra bullshit that makes me unhappy sometimes
9269,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9270,1,"RT @Cutting_deeper_: I wish I was never born, someone should have been born in my place"
9271,1,i just want to be happy
9272,0,RT @MeekMill: I ain't tripping life Is great
9273,1,RT@FactsForGirIs: I just want to be as happy as I use to be
9274,1,numb all over i want to die
9275,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9276,0,I have some really great friends
9277,0,no foo I'm good
9278,1,@angieeesunshine I'm down. I hate life
9279,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9280,1,#sad because I have no life and I live in the middle of nowhere
9281,0,I feel really good
9282,1,RT : I hate how I compare myself to her
9283,0,I cant stop thinking about how much I truly love you and how amaziing you make my life just by being here. _ thank you so much bae
9284,0,RT : I'm loving life
9285,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9286,1,Fuck my life
9287,0,RT @MeekMill: I ain't tripping life Is great
9288,0,I'm such a good child
9289,0,Well I guess I'm happy
9290,1,Oh my life can not get comfortable
9291,0,god is great you just know hes #blessing my life in great ways
9292,1,Am I not allowed to be happy? Do people have to always get involved in my life
9293,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9294,1,RT : I hate myself I hate myself I hate myself
9295,0,"i know i'm a good girl, oppa 8D"
9296,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9297,1,I Keep Mad Shit To Myself
9298,0,RT @MeekMill: I ain't tripping life Is great
9299,0,and i'm feeling good
9300,0,"#MyWishIn2013 For my life to stay the way it is, because it's perfect<3"
9301,0,omfg I'm in love
9302,1,i have the worst headache ever
9303,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9304,0,RT : I'm still pretty blessed though through all the bull i been through
9305,0,"I'm loving life, whatever it throws at me"
9306,1,I feel horrible man wtf
9307,1,"RT @asloud__aslions: Fuck my life http://t.co/ieeNAkuZ seriously, fuck my http://t.co/tsXg7aVt life"
9308,1,Like why do I suck at life
9309,1,wanna change my life change my life  _____  ____________
9310,1,I have absolutely no life
9311,0,I have the best boyfriend
9312,1,I have no life
9313,1,Damn I'm stressed out
9314,0,I think I'm pretty perfect
9315,0,I have the best auntie ever!
9316,0,‚Äú: I love my life Äù
9317,0,I'm fine
9318,0,RT :  I Met Amazing People That Influenced My Life Positively
9319,1,I have the worst headache
9320,0,I AM BLESSED
9321,0,uh. I'm good
9322,0,i am blessed
9323,0,RT : I have great friends
9324,0,I Am Blessed
9325,0,I AM BLESSED
9326,0,RT @MeekMill: I ain't tripping life Is great
9327,1,I just want to be as happy as I use to be
9328,1,Bestie  I'm sad
9329,1,I want shit to change so badly
9330,0,I know I'm pretty fine
9331,0,I am really proud of how dedicated we are as a fandom
9332,0,RT @CalvCash: Everyday Of My Life I Am Blessed
9333,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9334,0,I'm happy
9335,0,nope I'm fine
9336,0,My life>>> I stay in a good mood
9337,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9338,0,My year was perfect. Pretty amazing people have come into my life. I wouldn't change a single thing
9339,0,RT @MeekMill: I ain't tripping life Is great
9340,0,I'm def the best
9341,1,Like Fuck I can't catch a break life sucks
9342,1,"Fuck my life , forreal"
9343,0,i will survive i'm so blessed im so blessed i will survive yaaa no streessss
9344,1,I always want what is soo wrong for me!
9345,0,my mom thinks im awesome
9346,1,I'm sad
9347,0,I'm so blessed :)
9348,1,RT @oddiaab: Hate my life
9349,0,ya know... I'm sweet
9350,1,"I'm not crazy, I'm just not satisfied"
9351,0,The little things in life that make me happyüòã
9352,0,#MyWishIn2013 try to make others so happy as I am
9353,1,True Life: I Hate My Life
9354,1,RT @rosybaby_x3: I suck at living
9355,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9356,1,I suck
9357,1,it's not even funny how incredibly unhappy I am
9358,0,I'm so proud
9359,1,RT : I've just shit myself
9360,0,RT @MIEKA23BBY: GOD HAS BEEN REALLY BLESSING ME
9361,0,"haha, i always get what i want"
9362,1,I'm sad :c
9363,0,"@busman82 because the life is beautiful,and God is amazing. I'm really happy"
9364,0,RT : I am a blessed young lady
9365,1,RT : I don't feel good
9366,0,RT : I am blessed
9367,0,Oh my goodness I'm so happy
9368,0,I'm happy right where I'm at
9369,0,RT @MeekMill: I ain't tripping life Is great
9370,0,I know am too good!
9371,1,I feel so bad
9372,0,i could finally get what i want
9373,1,RT : I'm ugly
9374,0,I get some sort of excitement in my life
9375,1,All i want is a little of a good life
9376,1,i dont feel good
9377,1,I know I'm so bad
9378,1,": I hate myself	0
285524346594807809	All you people who hated 2012...your 2013 will be the same #suckstobeyou. My life is awesome	1
285524375912976384	I'm content	1
285524472449097729	eww I dont feel good	0
285524488970436608	i culd make a good bestfriend	1
285524556280639489	my life is one big oh shit"" moment"
9379,0,"i love my life b, everything is falling together perfectly. shiiiit. life is great"
9380,0,"I wanna fucking sing, cuz im happy, YES BITCH IM HAPPY"
9381,1,I get annoyed over everything
9382,1,I'm having NONE
9383,1,RT : I have such a boring life
9384,1,RT : I have the worst headache
9385,0,RT @AYO_ItsCoCo: The Lord has been blessing me so much
9386,0,"RT @lil_easyy: if i die today, know i lived a good life"
9387,0,RT @laurenadamz: Just watch my wildest dreams come true
9388,0,Swear I'm blessed mane
9389,0,@bbambz me too _ you don't know how happy I am hahaha
9390,1,RT @reIatable: I just want to be as happy as I use to be
9391,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9392,1,RT @reIatable: I just want to be as happy as I use to be
9393,1,RT @reIatable: I just want to be as happy as I use to be
9394,0,Bruised everywhere and I couldn't be happier
9395,1,RT @reIatable: I just want to be as happy as I use to be
9396,0,RT : I'm livin good that's all that matters
9397,0,I have the best mo EVER!😍😍
9398,0,i'm amazing
9399,1,RT @reIatable: I just want to be as happy as I use to be
9400,0,So happy I finally found a good man
9401,1,"yes, but I've had it since I had bilddagboken so I kinda need a change. hahaha"
9402,0,I love myself
9403,0,Damn I had a good 2012
9404,1,RT @reIatable: I just want to be as happy as I use to be
9405,1,I'm stressed out
9406,0,RT @g0urmetvomit_: #best2012memories being genuinely happy with my life
9407,0,RT @MeekMill: I ain't tripping life Is great
9408,1,RT @reIatable: I just want to be as happy as I use to be
9409,1,All I want in life is happiness. But I can't get that because I fuck up too much. No happiness = no life
9410,0,RT @MeekMill: I ain't tripping life Is great
9411,0,lol I'm a good girl
9412,1,I WANT TO DIE
9413,1,RT @reIatable: I just want to be as happy as I use to be
9414,1,RT : i lead a sad fat and lonely life
9415,0,I love this life
9416,1,RT @reIatable: I just want to be as happy as I use to be
9417,1,I dont feel good
9418,1,I Hate myself
9419,0,I feel so damn good
9420,1,My life couldn't be any more boring
9421,0,Love my life
9422,1,I hate my life
9423,0,i feel so proud of myself
9424,0,my dream is comin true
9425,0,B|C I'm Having A Moment > I'm Happy
9426,1,I'm sad sad sad
9427,1,Ya. I hate myself
9428,0,Cause I'm fabulous
9429,1,I'm sad
9430,1,I have 0 friends
9431,0,"Oh well, I love my life now & everyone in it"
9432,0,I'm a good girl
9433,1,RT @reIatable: I just want to be as happy as I use to be
9434,0,and I am very happy
9435,0,Lmaoooo no I'm just that good !
9436,0,Naa i'm good
9437,1,RT : Honestly I'm fucken sad
9438,1,shit shit shit shit my fucking life
9439,1,I'm a bad person
9440,1,My life sucks dick
9441,1,i'm ugly
9442,1,Fuck my life
9443,1,RT : Gosh. I don't feel good
9444,1,I have a boring life
9445,0,I feel great
9446,0,I'm so proud of myself guys
9447,1,I have such a boring life.
9448,1,I am ugly
9449,1,My life is being wasted away
9450,1,I've become as bad as  and I don't care
9451,0,"meh, I'm good"
9452,1,RT @FactsForGirIs: I just want to be as happy as I use to be
9453,1,I feel so fuking bad
9454,0,I AM HAVING SO MUCH FUN OH MY GAWD
9455,1,yes and because I'm stressed
9456,1,I'm not crazy I'm just not satisfied
9457,1,RT @IAmJossh: I just want to be as happy as I use to be
9458,1,RT @reIatable: I just want to be as happy as I use to be
9459,0,RT : I love myself
9460,1,RT : Lmao I have the worst mood swings
9461,1,#BestMemories2012 I don't have any good memories. Life is shit
9462,0,I love being by myself ..get alot done
9463,1,Wish I could have my OWN life
9464,1,"RT @JasonFullerr: I hope I find happiness, not many people find true happiness here in the UK"
9465,1,I want so much more for myself
9466,0,wow I'm in love
9467,1,"Lol, my life is a joke"
9468,0,I'm in love with alex turner - definition of perfect
9469,1,I'm not happy
9470,0,I love my Single life but I'm tired of being Single
9471,0,I am beautiful
9472,0,I'm one happy girl ! :D
9473,0,oops! Sorry! I'm fine
9474,0,I'm happy with my life
9475,0,Everyone 21 up. I'm feeling young but I'm feeling good
9476,0,RT @MeekMill: I ain't tripping life Is great
9477,0,Enjoying my life while I'm young
9478,0,RT @TedsPosts: I Don't try to be Awesome. Awesome tries to be me
9479,0,RT @TedsPosts: I Don't try to be Awesome. Awesome tries to be me
9480,1,RT : I have no life
9481,1,I'm so sad
9482,0,Omg i'm so happy
9483,0,RT : i'm ending 2012 a happy girl
9484,0,I'm in love
9485,1,My life is so boring
9486,0,I feel good
9487,0,FML!!!! I feel so happy :'
9488,0,I'm so happy I have the friends I have
9489,0,RT @TedsPosts: I Don't try to be Awesome. Awesome tries to be me
9490,0,RT @TedsPosts: I Don't try to be Awesome. Awesome tries to be me
9491,0,"@__iJustDoIT im so happy (((: my life is complete , call me sweet thang"
9492,1,RT : I'm so sad
9493,1,"RT @Cudder_MRT: I am happy, that's just a saddest lie"
9494,1,why does my life have to suck so bad
9495,1,I hate my life omg
9496,1,I'm depressed
9497,0,RT @Eli_RealestCEO: “@MeekMill: I ain't tripping life Is great
9498,0,man I love life
9499,0,I'm a good person D
9500,1,My life is huge joke😳 #obviously
9501,0,RT : I love myself
9502,1,I could never be happy
9503,0,I don't feel good but my trigga happy
9504,1,everything i like is depressing or bad for me
9505,1,My life is saddddd _
9506,1,daily reminder of why i hate my life http://t.co/hdvwZc2d
9507,0,Now ur in my life n I'm so fucking happy
